,School,CDSCode,NCESCode,Magnet,Zip,Latitude,Longitude
16810,Oasis Community Day,50710680108456,061104011493,N,95316-9502,37.523590,-120.80325
16814,Denair Charter Academy,50710685030267,061104010438,N,95316-9502,37.523901,-120.80310
16815,Denair High,50710685031521,061104001218,N,95316-9502,37.523590,-120.80325
16832,Hart-Ransom Academic Charter,50710926112965,061665005478,N,95358-8577,37.667211,-121.06630
16842,Hughson High,50711265032651,No Data02212,N,95326-0099,37.594802,-120.86023
16843,Dickens (Billy Joe) High (Cont.),50711265032669,No Data04164,N,95326-0099,37.59482538560847,-120.86036900061092
16846,Gold Rush Home Study Charter,50711345030275,061962010439,No Data,95370,37.97867214548111,-120.33128778587242
16848,Keyes to Learning Charter,50711346113286,061962006745,N,95328,37.552793,-120.90738
16858,Connecting Waters Charter School - Central Valley,50711670138057,062513014327,N,95350-3839,37.670894,-121.02788
16893,James C. Enochs High,50711750110593,062515011812,N,95355-7893,37.689247,-120.93487
16894,Aspire Vanguard College Preparatory Academy,50711750120212,062515012511,N,95351-3756,37.618270,-121.00315
16895,Joseph A. Gregori High,50711750121129,062515012556,N,95356-9048,37.719779,-121.06131
16896,Modesto Virtual Academy,50711750122549,062515012793,No Data,95351-2699,37.639773,-121.013609
16897,Fred C. Beyer High,50711755030010,062515003734,N,95355-1399,37.688988,-120.96715
16899,Peter Johansen High,50711755030135,062515001807,N,95357-0405,37.648373,-120.91708
16900,Grace M. Davis High,50711755031380,062515003739,N,95350-2139,37.681172,-121.01003
16901,Thomas Downey High,50711755031802,062515003753,N,95355-4204,37.656369,-120.97257
16904,Modesto High,50711755034905,062515003744,N,95351-3203,37.638965,-120.89987
16905,Robert Elliott Alternative Education Center,50711755034913,062515003737,N,95350-4643,37.664356,-120.98473
16916,Oakdale Home Study Charter,50711915030176,No Data06752,N,95361,No Data,No Data
16918,East Stanislaus High (Cont.),50711915031950,No Data10697,N,95361-3609,37.760667,-120.85689
16919,Oakdale High,50711915035654,No Data04231,N,95361-3739,37.762146,-120.85466
16920,Riverbank High,50711915036850,No Data04232,N,95367-3013,37.731006,-120.92212
16927,Rising Sun,50712170131037,063003013822,N,95385,37.609979,-121.28757
16928,Open Valley Independent Study,50712170133124,063003013962,N,95363-2232,37.473634,-121.14701
16930,Del Puerto High,50712175030127,063003010334,N,95363-2215,37.476276,-121.13956
16932,Patterson High,50712175036256,063003004703,N,95363-2215,37.471617,-121.13662
16947,Golden Lakes Charter School at La Grange,50712330127290,063321013124,No Data,95329,37.662345,-120.46085
17000,West Side Valley High (Continuation),50736015030036,062720007798,N,95360-1120,37.320133,-121.02423
17001,Newman-Crows Landing Adult,50736015030150,062720013425,No Data,95360-1199,37.320458,-121.02439
17002,Newman-Crows Landing Independent Study,50736015030184,062720006764,N,95360,37.320462,-121.02439
17004,Orestimba High,50736015035902,062720004100,N,95360-1144,37.321809,-121.03105
17015,Hughson High,50755495032651,060006002212,N,95326-0099,37.595247,-120.85952
17016,Dickens (Billy Joe) High (Continuation),50755495032669,060006004164,N,95326-0099,37.602315,-120.86633
17021,Adelante High,50755560112573,060006111814,N,95367,37.737004,-120.92894
17025,Riverbank High,50755565036850,060006104232,N,95367-3013,37.730821,-120.91980
17034,Oakdale Charter,50755645030176,060006206752,N,95361-3223,37.771962,-120.83823
17035,Valley Oak Online Learning Academy,50755645030192,060006206757,N,95361-3609,37.760848,-120.85713
17036,Valley Technical,50755645030242,060006208412,No Data,95361-3697,37.76065385714286,-120.85692726530613
17037,East Stanislaus High,50755645031950,060006210697,N,95361-3609,37.760606,-120.85711
17038,Oakdale High,50755645035654,060006204231,N,95361-3739,37.761648,-120.85525
17044,Waterford Community Day,50755720106054,060006311501,No Data,95386,37.63928387938733,-120.76352075241492
17045,Sentinel High,50755720117689,060006312193,N,95386-9629,37.636262,-120.77382
17050,Waterford High,50755725030259,060006308657,N,95386-9629,37.636262,-120.77382
17051,Connecting Waters Charter,50755725030317,060006310698,N,95386-9150,37.639703,-120.76298
17057,eCademy Charter at Crane,50757390124669,060015812929,N,95380-4102,37.497192,-120.83978
17058,Fusion Charter,50757390131185,060015813826,N,95380-6221,37.478178,-120.85399
17059,Freedom Education Center,50757395030218,060015811502,No Data,95380,37.496498,-120.82998
17060,John H. Pitman High,50757395030283,060015811503,N,95382-9509,37.530051,-120.87708
17062,Roselawn High,50757395036884,060015811504,N,95380-9166,37.494893,-120.87546
17063,Turlock High,50757395037700,060015811505,N,95380-4221,37.500082,-120.82604
17077,Feather River Academy,51105120114207,069104211997,N,95993-8987,39.137963,-121.65536
17079,Pathways Charter Academy,51105120140152,069104214475,N,95993-8987,39.138161,-121.65286
17086,Sutter County Special Education,51105126069454,069104207231,N,95993-8961,39.139109,-121.65173
17097,Three Rivers High (Continuation),51713735130117,061178006769,N,95659-9605,38.910325,-121.54492
17098,East Nicolaus High,51713735132758,061178001299,N,95659-9605,38.910325,-121.54492
17102,Valley Oak Continuation High,51713995130059,062205009390,N,95953-2402,39.276080,-121.65485
17105,Live Oak High,51713995135256,062205002615,N,95953-2402,39.276032,-121.65743
17110,South Sutter Charter,51714070109793,062380011518,N,95659-9742,38.910607,-121.54151
17113,California Virtual Academy at Sutter,51714150129007,062469013698,N,93065-1800,34.275868,-118.79798
17115,California Prep Sutter 8-12,51714150132761,062469013932,N,91764-5104,34.069036,-117.54899
17118,California Virtual Academy @ Sutter,51714230111161,062775011817,No Data,93065,34.276457,-118.78862
17119,Sutter Peak Charter Academy,51714230132977,062775013958,N,95953-9401,39.187397,-121.67982
17124,Butte View High,51714495130042,063861009449,N,95982,39.166952,-121.75589
17125,Sutter High,51714495137500,063861006473,N,95982,39.166952,-121.75589
17127,Feather River Charter,51714560133934,064290014025,N,95957-9647,39.062942,-121.83736
17133,River Valley High,51714640107722,064347011520,N,95993-9363,39.137767,-121.66235
17134,Yuba City Charter High,51714640109215,064347011521,No Data,95991-9223,39.0993723,-121.6213399
17137,Albert Powell Continuation,51714645130018,064347007028,N,95991-1274,39.161746,-121.62679
17138,Yuba City Independence Academy,51714645130075,064347010154,N,95991-4875,39.129968,-121.62751
17139,Yuba City Charter,51714645130125,064347008658,N,95991-5536,39.128385,-121.61286
17140,Yuba City High,51714645139001,064347007041,N,95991-4926,39.130352,-121.62329
17162,Tehama Oaks High,52105205230016,069104309256,N,96080-0810,40.170244,-122.25194
17163,Sacramento River Discovery Charter,52105205230073,069104310443,No Data,96080-2694,40.184171,-122.24645
17165,Tehama County Special Education,52105206069462,069104307232,N,96080-2626,40.182553,-122.24828
17171,Tehama eLearning Academy,52105206119671,069104310699,N,96080-3771,40.179112,-122.24665
17191,Corning Independent Study,52715060137414,060981014286,N,96021-3546,39.921018,-122.16591
17192,Corning-Center Alternative Learning,52715065230057,060981007460,N,96021-2216,39.935147,-122.17251
17193,Centennial Continuation High,52715065231675,060981001043,N,96021-3546,39.920625,-122.16644
17194,Corning High,52715065231709,060981001044,N,96021-2216,39.935147,-122.17251
17198,Evergreen Institute of Excellence,52715220132597,061317013933,N,96022-9602,40.358171,-122.33204
17216,Los Molinos High,52715715235106,062286003497,N,96055-0609,40.021194,-122.09626
17235,Educational Outreach Academy,52716390118026,063201012304,No Data,96080,40.177500,-122.25416
17238,Rebound,52716395230040,063201007465,No Data,96080,40.178249,-122.25062
17239,Red Bluff Independent Study High,52716395230065,063201008659,No Data,96080-9717,40.177500,-122.25416
17240,Salisbury High (Continuation),52716395237151,063201004924,N,96080-2502,40.157270,-122.23972
17241,Red Bluff High,52716395237201,063201004923,N,96080-3121,40.176327,-122.24712
17250,California Heritage Youthbuild Academy II,53105380125633,069104412995,N,96002-9210,40.539618,-122.30278
17251,R.I.S.E. Academy,53105380132423,069104413934,N,96093,40.739613,-122.94780
17253,Trinity County Juvenile Hall,53105385330048,069104410444,N,96093-1256,40.742752,-122.92501
17286,Mt. Lassic High (Continuation),53738335330030,063763010335,N,95526-9511,40.456174,-123.52819
17288,Southern Trinity High,53738335337423,063763006377,N,95526-9511,40.456037,-123.52815
17292,Valley High,53750285330022,060001809106,N,96041-0339,40.554117,-123.18124
17295,Hayfork High,53750285337407,060001809107,N,96041-0010,40.550167,-123.17203
17299,Alps View High (Continuation),53765135330014,060133106604,N,96093,40.739348,-122.94754
17302,Trinity High,53765135337456,060133106605,N,96093-1060,40.738417,-122.94983
17307,University Preparatory High,54105460119602,069104512387,N,93277,36.322965,-119.31416
17308,Valley Life Charter,54105460124057,069104512862,N,93277-3947,36.312020,-119.33244
17311,Tulare County Court,54105465430061,069104509053,N,93277,36.274333,-119.31143
17312,La Sierra High,54105465430327,069104508660,N,93292-2349,36.341868,-119.27362
17313,Tulare County Community,54105465430343,069104510700,N,93277-9396,36.274333,-119.31143
17318,Special Education,54105466069439,069104509257,N,93277-9396,36.274333,-119.31143
17327,Eleanor Roosevelt Community Learning Center,54105466119291,069104510445,N,93292-9585,36.360255,-119.17135
17331,California Connections Academy Central Valley,54718030112458,060201011819,N,93201-0009,35.887732,-119.48734
17335,Alpaugh -Senior High,54718035430301,060201000088,N,93201-0009,35.886200,-119.48497
17339,Monarch River Academy,54718110139477,060222014423,N,93257-5225,36.058528,-118.96616
17344,Summit Charter Academy,54718370109009,060657011526,N,93257-2710,36.060646,-119.06197
17346,Burton Horizon Academy,54718370122705,060657012691,N,93257-3062,36.065891,-119.04876
17358,Esperanza High,54718605430095,061035009776,N,93615-9769,36.501275,-119.28843
17361,Cutler-Orosi Community Day,54718605430244,061035008419,N,93615-9769,36.501827,-119.28827
17362,Lovell High,54718605430806,061035001158,N,93615-9769,36.501247,-119.28829
17363,Orosi High,54718605433230,061035001159,N,93647-2008,36.548594,-119.28700
17381,Sierra Vista High (Cont.),54718865431119,No Data01243,N,93618-1825,36.527507,-119.38410
17383,Dinuba High,54718865431184,No Data01242,N,93618-1825,36.542111,-119.38608
17412,Loma Vista Charter,54719930124776,062187012847,N,93247-2166,36.207026,-119.08252
17414,John J. Cairns Continuation,54719935430194,062187005524,N,93247-2304,36.207037,-119.08255
17415,Lindsay Community Day,54719935430236,062187008420,N,93247,36.206665,-119.08251
17418,Lindsay Senior High,54719935432414,062187002595,N,93247-9711,36.210811,-119.06484
17453,Citrus High (Cont.),54720745430624,No Data04878,N,93257-4822,36.083767,-119.00978
17456,Monache High,54720745432786,No Data04879,Y,93257-1302,36.082188,-119.05285
17458,Porterville High,54720745434113,No Data04880,Y,93257-3331,36.065893,-119.02787
17474,Crescent Valley Public Charter,54721400123273,063804012734,N,93291-6257,36.330444,-119.29169
17475,Crescent Valley Public Charter II,54721400136507,063804014209,N,92391-6359,36.330444,-119.29169
17517,Countryside Community Day,54722490107649,063993011528,N,93274-6303,36.195660,-119.35712
17518,Mission Oak High,54722490116368,063993012084,N,93274-6148,36.195978,-119.49649
17519,Sierra Vista Charter High,54722490130708,063993004203,N,93274-4007,36.211450,-119.34695
17520,Accelerated Charter High,54722490133793,063993013976,N,93274-1140,36.251267,-119.31294
17522,Tulare Technical Preparatory High,54722495430145,063993002852,N,93274-5005,36.196430,-119.35573
17523,Sierra Vista High,54722495430186,063993004203,No Data,93274-4347,36.195610,-119.35717
17526,Tulare Union High,54722495435409,063993006619,N,93274-4353,36.209189,-119.33850
17528,Tulare Western High,54722495435466,063993006620,N,93274-2699,36.214632,-119.36041
17532,Visalia Charter Independent Study,54722560109751,064116011823,N,93291-2247,36.322031,-119.31288
17535,Visalia Technical Early College,54722560120659,064116012503,N,93277-5753,36.309483,-119.34063
17540,Creekside Community Day,54722560139212,064116014400,N,93291-3228,36.337765,-119.31439
17541,River Bend,54722565430012,064116007892,N,93292-3198,36.343633,-119.26093
17542,Golden West High,54722565430046,064116006792,N,93292-9310,36.343211,-119.25214
17544,Charter Oak (Char),54722565430178,064116004207,No Data,93292,36.326179127967606,-119.27168178430776
17546,Charter Alternatives Academy,54722565430269,064116008423,N,93292-9019,36.359563,-119.21688
17547,El Diamante High,54722565430368,064116010703,N,93277-5604,36.305498,-119.34649
17548,Mt. Whitney High,54722565432828,064116006801,N,93277-2535,36.322177,-119.30104
17549,Redwood High,54722565434527,064116006803,N,93291-5919,36.330099,-119.30326
17550,Sequoia High,54722565435839,064116006806,N,93291-4793,36.338521,-119.31789
17594,Farmersville High,54753255430210,060003507903,N,93223-2203,36.310520,-119.20014
17595,Deep Creek Academy,54753255430277,060003508425,N,93223-1833,36.296039,-119.20728
17603,Butterfield Charter,54755230114348,060006412042,N,93257-1240,36.092496,-119.03786
17604,Harmony Magnet Academy,54755230116590,060006412356,Y,93267,36.141552,-119.06275
17606,Frazier High,54755235430038,060006411534,No Data,93267-9667,36.146688083528275,-119.05397100605323
17608,Vine Street Community Day,54755235430228,060006407905,N,93257-4822,36.077283,-119.04449
17609,Granite Hills High,54755235430251,060006408426,Y,93257-8000,36.069341,-118.98604
17610,Prospect Education Center,54755235430350,060006410704,N,93257-1938,36.077227,-119.04402
17611,Citrus High,54755235430624,060006404878,N,93257-4822,36.083759,-119.01134
17612,Monache High,54755235432786,060006404879,N,93257-1302,36.083250,-119.05280
17614,Porterville High,54755235434113,060006404880,Y,93257-3331,36.064625,-119.02892
17615,Strathmore High,54755235434931,060006411535,N,93267-0114,36.145595,-119.06774
17629,Ronald Reagan Academy,54755310102186,060006511370,N,93618,36.528040,-119.38401
17631,Sierra Vista High (Continuation),54755315431119,060006501243,N,93618-1825,36.527573,-119.38459
17633,Dinuba High,54755315431184,060006501242,N,93618-1825,36.541679,-119.38666
17642,Woodlake Community Day,54767945430285,060141808664,N,93286-9719,36.446704,-119.12571
17643,Bravo Lake High,54767945436258,060141806997,N,93286-1124,36.423147,-119.10296
17644,Woodlake High,54767945436282,060141806996,N,93286-1298,36.419171,-119.10282
17649,Exeter Independent Study (Alternative),54768365430087,060142307466,N,93221-1326,36.291963,-119.14780
17651,Exeter Union High,54768365431598,060142301504,N,93221-1325,36.297180,-119.13598
17652,Kaweah High,54768365431614,060142301505,N,93221-1307,36.297049,-119.13082
17660,Golden Lakes Charter,55105530123752,069104612685,No Data,95329,37.715192,-120.44677
